#	9	13	17	21	33	37	41	45
Haemophilus.parainfluenzae_P06	0.285019504	0.001067205	0.058753688	0.01551532	0.210027706	0.000597887	0.084754505	0.002383477
Actinomyces.naeslundii_P06	0.067350219	0.003523208	0.018265305	0.021372052	0.212580343	0.002480176	0.049103381	0.000473368
Actinomyces.pacaensis_P06	0.273143681	0.002081899	0.008527791	0.017942996	0.215088867	0.000449975	0.023434566	0.003278743
Actinomyces.sp..oral.taxon.414_P06	0.02167285	0.004741365	0.005720054	0.032045072	0.043957222	0.001391747	0.00433825	0.000162302
Schaalia.meyeri_P06	0.128701833	0.001820679	0.00965538	0.018064362	0.133696591	0.001330582	0.020345365	0.002010226
Schaalia.odontolytica_P06	3.29190131	0.03392862	0.19429489	0.39180211	3.62729609	0.02062404	0.45535922	0.0492188
Rothia.dentocariosa_P06	0.242341438	0.000946439	0.014427052	0.05299227	1.063309686	0.005236206	0.084417189	0.001139353
Rothia.mucilaginosa_P06	0.76552456	0.02450363	0.2152634	0.15184125	1.34554458	0.01217371	0.70603591	0.02394151
Gemella.morbillorum_P06	0.021677898	0.016198359	0.038263085	0.079458085	0.018971131	0.003147964	0.013288597	0.001279093
Streptococcus.cristatus_P06	0.014096201	0.000333531	0.001554134	0.001943022	0.015233147	0.000319373	0.005066309	0.000347305
Streptococcus.gordonii_P06	0.036618767	0.000442732	0.002486662	0.003312011	0.034468926	0.000290674	0.011468484	0.00080629
Streptococcus.mitis_P06	0.34893039	0.0144617	0.06213643	0.09471762	1.2874348	0.01609931	0.47026091	0.07304891
Streptococcus.oralis_P06	0.269011414	0.014575903	0.043490267	0.040845337	0.486876115	0.002656176	0.102508267	0.008706747
Streptococcus.salivarius_P06	1.016019243	0.03722079	0.156039282	0.137392358	1.243268053	0.009033862	0.252440024	0.028068563
Veillonella.nakazawae_P06	0.247085692	0.000872927	0.009842069	0.012177296	0.150048916	0.000432502	0.027104872	0.001912788
Veillonella.atypica_P06	1.413990439	0.010458053	0.079655006	0.123728129	0.882171463	0.002236777	0.104709104	0.015115328
Veillonella.parvula_P06	0.136253183	0.000395327	0.006414506	0.008119657	0.110976433	0.000259516	0.021287156	0.000849861
Myoviridae.sp._P06	0.090955179	0.008844781	0.071336301	0.035144656	0.088344501	0.004919162	0.031446454	0.001131175
Siphoviridae.sp._P06	0.359005587	0.013591395	0.066176312	0.046650014	0.388811741	0.009168667	0.090882811	0.007297361
Prevotella.melaninogenica_P06	0.739835787	0.001271979	0.012627409	0.014370851	0.872379928	0.000681518	0.084971569	0.001142596
Gemella.haemolysans_P06	0.023033416	0.001436061	0.012283911	0.012146961	0.202959708	0.009954409	0.255889933	0.02933426
Streptococcus.pneumoniae_P06	0.060168081	0.001642155	0.010282639	0.013854994	0.203367678	0.00195843	0.06564817	0.010715985
Streptococcus.thermophilus_P06	0.015446642	0.000938558	0.002845099	0.004196376	0.03731928	0.000607874	0.014925057	0.002136711
Podoviridae.sp._P06	0.085072885	0.001770793	0.010058613	0.006710734	0.090830998	0.001828615	0.014905019	0.001020059
Streptococcus.sp..oral.taxon.061_P06	1.437969659	0.006047476	0.04156367	0.067753291	0.967764848	0.001613299	0.293488085	0.011281573
Campylobacter.concisus_P06	0.323469215	0.020362158	0.032132316	0.036514544	0.356255934	0.005094534	0.092589404	0.004965212
Gemella.sanguinis_P06	0.086959474	0.001056699	0.02866744	0.007369679	0.062911819	0.000475566	0.028016605	0.001654882
Streptococcus.sp..LPB0220_P06	0.206759517	0.002383812	0.007878135	0.009788655	0.21065621	0.00036693	0.056744564	0.00300716
Streptococcus.sp..oral.taxon.431_P06	0.368949329	0.006187931	0.047179169	0.043255642	0.355787317	0.002501397	0.08514858	0.008927991
Lachnoanaerobaculum.umeaense_P06	0.016579605	0.001291669	0.005070373	0.007612441	0.024473361	0.000526739	0.003216116	0.001282337
Veillonella.dispar_P06	0.757113373	0.00207533	0.018698418	0.030913595	0.44991523	0.001133367	0.064736436	0.005954391
Bacteriophage.sp._P06	0.012523207	0.004917265	0.024455809	0.00991005	0.022295624	0.00363726	0.014019988	0.00051003
Streptococcus.anginosus_P06	0.046345003	0.004146724	0.011372891	0.015732069	0.047866136	0.000954875	0.01563641	0.001074489
Streptococcus.gwangjuense_P06	0.019417048	0.00053585	0.002328795	0.003338025	0.059421947	0.000488046	0.020048126	0.002666905
Streptococcus.parasanguinis_P06	0.099760881	0.001312671	0.007318069	0.007343666	0.101284137	0.000806963	0.026373481	0.00137639
Streptococcus.sanguinis_P06	0.107944469	0.001380926	0.02568793	0.015380933	0.189628637	0.005596937	0.028584359	0.001196744
Streptococcus.pseudopneumoniae_P06	0.016635251	0.000448658	0.002665869	0.004187705	0.084893191	0.0005386	0.026503728	0.005358768
Actinomyces.oris_P06	0.044205541	0	0.0062353	0.011878186	0.199078372	0.002055165	0.027475577	0.000203053
Rothia.aeria_P06	0.088861209	0	0.013747516	0.026691206	0.165315163	0.012639291	0.03103234	0.000992986
Streptococcus.australis_P06	0.154147833	0	0.004024942	0.007035856	0.254519715	0.002103845	0.062378626	0.003920194
Lancefieldella.parvula_P06	0.272976772	0.000876864	0.005510968	0.021796878	0.259806932	0.00037554	0.018254715	0.002110342
Streptococcus.intermedius_P06	0.009382294	0.000853237	0.002150767	0.003554773	0.009163031	0	0.001465709	0.000124088
Streptococcus.sp..116.D4_P06	0.011764532	0	0.00141941	0.001972022	0.017063533	0	0.006632613	0.000681214
Streptococcus.sp..I.P16_P06	0.179775916	0	0.012664746	0.014847733	0.229329624	0	0.080142385	0.002095113
Capnocytophaga.gingivalis_P06	0.006812926	0.00101207	0.008251512	0.003589458	0.007729602	0.001633896	0.004612097	0.000275391
Fusobacterium.nucleatum_P06	0.081775189	0.029856706	0.107919189	0.074572399	0.045853807	0.00946574	0.037287562	0.004212646
Streptococcus.koreensis_P06	0.117083987	0	0.003584371	0.004564855	0.185763836	0	0.062291787	0.001524167
Streptococcus.sp..A12_P06	0.025360008	0	0.001284686	0.001490617	0.029843282	0	0.009785283	0.000282582
Mogibacterium.diversum_P06	0.20884841	0.000706001	0.002345635	0.005830719	0.141073349	0.000232047	0.005093011	0.000952516
Lautropia.mirabilis_P06	0.007263054	0	0.002179636	0	0.021639542	0.000620981	0.00235781	0.000155674
Pauljensenia.hongkongensis_P06	0.034974982	0.00055278	0.003188596	0.004595218	0.036767929	0.00035873	0.005911241	0.000523567
Actinomyces.sp..oral.taxon.169_P06	0.060881235	0.001655277	0.006548941	0.010915781	0.253417072	0.001940953	0.029142072	0.000290197
Streptococcus.sp..I.G2_P06	0.08396522	0	0.00545869	0.008817608	0.11609275	0	0.048448787	0.00084831
Streptococcus.lactarius_P06	0.039602896	0	0.00111147	0.001516717	0.047083267	0	0.012153112	0.000657666
X.Eubacterium..sulci_P06	0.163186214	0.000736476	0.001703292	0.002331626	0.088620161	0.000260336	0.005857814	0.000469278
Prevotella.nigrescens_P06	0.58830284	0.09401614	0.45838031	0.13472627	0.37540349	0.02338194	0.11547292	0.00588445
Streptococcus.sp..NPS.308_P06	0.013185792	0	0.001352048	0	0.015734834	0	0.002244718	0.000237318
Capnocytophaga.sputigena_P06	0.002550069	0.001127587	0.006474266	0.00614717	0.005221048	0.001145851	0.006458957	0.000180915
Streptococcus.sp..ZB199_P06	0.016468343	0.00035808	0.001455497	0.001487717	0.01322631	0	0.004094461	0.000202066
Streptococcus.vestibularis_P06	0.022360705	0.000476593	0.001583003	0.003502776	0.037060154	0.000213598	0.002141151	0.000196708
Actinomyces.sp..oral.taxon.171_P06	0.004243529	0	0	0	0.010552378	0	0.001341878	0
Neisseria.subflava_P06	0.418409945	0	0.03908449	0.03640617	0.257552012	0.002711096	0.1555558	0.00405514
Parvimonas.micra_P06	0.192855494	0.04200548	0.184938206	0.618740346	0.063589957	0.016851349	0.152186066	0.005394725
Actinomyces.viscosus_P06	0.004774601	0	0	0	0.00847388	0	0	6.85e-05
Prevotella.intermedia_P06	0.045783584	0.005941152	0.030877798	0.018255097	0.036762437	0.002671775	0.012002826	0.000520888
Streptococcus.sp..VT.162_P06	0.036345644	0	0.002889895	0.004573526	0.079506735	0.000432502	0.020104908	0.003137029
Tannerella.sp..oral.taxon.HOT.286_P06	0.006013779	0.000843985	0.002770424	0.001899521	0.006478086	0.000409568	0.001555768	5.58e-05
Neisseria.mucosa_P06	0.227339875	0	0.009774851	0.008860934	0.142837596	0	0.084373781	0.002145735
Porphyromonas.sp..oral.taxon.275_P06	0.013271785	0.000371624	0.001895754	0.001104912	0.021352868	0	0.003012403	0.000146931
Campylobacter.showae_P06	0.076348128	0.011631581	0.089504533	0.030276342	0.061108981	0.009843945	0.047987911	0.00198005
Streptococcus.sp..1643_P06	0.013575254	0	0	0	0.016175903	0	0.001269831	0.000363099
Prevotella.jejuni_P06	0.366627756	0.001862683	0.01540529	0.019009425	0.63135114	0.000824436	0.018936011	0.001201115
Selenomonas.sputigena_P06	0.096766626	0.010899109	0.071433374	0.027870359	0.047336871	0.008633814	0.040550441	0.00116967
Streptococcus.suis_P06	0.002923435	0	0	0	0.003313479	0	0	0
Neisseria.elongata_P06	0.005295548	0	0	0	0.00543609	0	0	0
Prevotella.oris_P06	0.495562268	0.023341923	0.105156247	0.033059474	0.155170755	0.006621713	0.016985628	0.000608031
Neisseria.sicca_P06	0.044296582	0	0	0	0.038438458	0	0.017934106	0.000546269
Arachnia.propionica_P06	0.005209584	0.001369117	0.00375612	0.004872664	0.011158855	0.001746857	0.001913752	0.000214615
Lachnospiraceae.bacterium.oral.taxon.096_P06	0.119784869	0.00423599	0.022043823	0.03026335	0.220420197	0.003271536	0.024930737	0.001310115
Cardiobacterium.hominis_P06	0	0	0	0	0	0	0	0
Streptococcus.mutans_P06	0.005007252	0	0.000979152	0	0.010706743	0	0.001747143	0.000312759
Olsenella.sp..oral.taxon.807_P06	0.006135167	0.005388516	0	0.001325315	0.013546084	0.000145542	0.00108521	5.88e-05
Streptococcus.equinus_P06	0.014546358	0	0	0	0.025691808	0	0.001753897	0.000538655
Candidatus.Saccharibacteria.bacterium.oral.taxon.488_P06	0.015664148	0.002444195	0.003315525	0.005137089	0.021275685	0.000501153	0.002868781	0.000172736
Mogibacterium.pumilum_P06	0.013292006	0.000717006	0.00192703	0.00172842	0.008523514	0.00037554	0.001465709	0.000111398
Streptococcus.sp..FDAARGOS_192_P06	0.03187959	0	0	0	0.04692887	0	0	0
Treponema.sp..OMZ.804_P06	0.330186023	0.093836304	0.501138761	0.256226159	0.269934806	0.060465395	0.176458878	0.005872182
Neisseria.flavescens_P06	0.11891998	0	0	0	0.063821505	0	0.043779909	0.001037404
Actinomyces.sp..oral.taxon.897_P06	0.006165514	0.005146986	0	0.00176902	0.008054867	0	0.001418428	0.000109
Granulicatella.adiacens_P06	0.012533332	0	0	0	0.01585613	0	0.003419829	0.000243523
Streptococcus.constellatus_P06	0.030979277	0.002374619	0.008460598	0.013122358	0.014014701	0.000926164	0.01690883	0.001559702
Treponema.socranskii_P06	0.03852053	0.009670447	0.219893199	0.092185922	0.046283833	0.015544483	0.123548279	0.002060283
