ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF	empP	GammaP	GammaBH
Haemophilus.parainfluenzae_P06	cosine	24.0	8.0	12.0	0.08226491150000001	0.10129835519351416	9.0	37.0	0.285019504	0.000597887	0.284421617	476.71132505	88.1182012665	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.35064935064935066	0.27676450273350817	0.5014433582835203
Actinomyces.naeslundii_P06	cosine	24.0	8.0	12.0	0.0468935065	0.06647815708782831	33.0	45.0	0.212580343	0.00047336800000000005	0.212106975	449.080510301	19.1161631672	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.35064935064935066	0.27676450273350817	0.5014433582835203
Actinomyces.pacaensis_P06	cosine	24.0	8.0	12.0	0.06799356475	0.10298351357334146	9.0	37.0	0.273143681	0.000449975	0.27269370600000004	607.019681093	65.6010144741	0.6182840223353117	0.016104845130638284	0.2415726769595743	0.21678321678321677	0.1654064009969884	0.4246757582897406
Actinomyces.sp..oral.taxon.414_P06	cosine	24.0	8.0	12.0	0.01425360775	0.01532765896988978	33.0	45.0	0.043957222000000004	0.00016230200000000002	0.04379492	270.835984769	7.38663562496	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.35064935064935066	0.27676450273350817	0.5014433582835203
Schaalia.meyeri_P06	cosine	24.0	8.0	12.0	0.039453127250000004	0.05341951189358287	33.0	37.0	0.133696591	0.001330582	0.132366009	100.47978328299999	64.0235640172	0.6910233190806424	0.008337989077967926	0.1250698361695189	0.1250698361695189	0.09167625293099191	0.359399721086369
Schaalia.odontolytica_P06	cosine	24.0	8.0	12.0	1.0080531350000002	1.4259703969979711	33.0	37.0	3.62729609	0.02062404	3.60667205	175.877087612	66.8830062903	0.6910233190806424	0.008337989077967926	0.1250698361695189	0.1250698361695189	0.09167625293099191	0.359399721086369
Rothia.dentocariosa_P06	cosine	24.0	8.0	12.0	0.183101204125	0.34119654294304225	33.0	13.0	1.063309686	0.000946439	1.062363247	1123.48464719	46.2818762287	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.35064935064935066	0.27676450273350817	0.5014433582835203
Rothia.mucilaginosa_P06	cosine	24.0	8.0	12.0	0.40560356875	0.4540934175170834	33.0	37.0	1.34554458	0.01217371	1.33337087	110.528719675	31.2412715994	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.35064935064935066	0.27676450273350817	0.5014433582835203
Gemella.morbillorum_P06	cosine	24.0	20.0	12.0	0.024035526499999998	0.02354876097168817	21.0	45.0	0.079458085	0.001279093	0.078178992	62.1206472086	2.87939238431	0.2545875386086577	0.18891082489499395	2.8336623734249087	0.9240759240759241	0.8944519198606123	0.9140785711155994
Streptococcus.cristatus_P06	cosine	24.0	8.0	12.0	0.00486162775	0.005850857541735714	33.0	37.0	0.015233146999999999	0.00031937299999999997	0.014913774	47.697040764200004	40.5873828479	0.6910233190806424	0.008337989077967926	0.1250698361695189	0.1250698361695189	0.09167625293099191	0.359399721086369
Streptococcus.gordonii_P06	cosine	24.0	8.0	12.0	0.01123681825	0.014441787968047452	9.0	37.0	0.036618767	0.000290674	0.036328093	125.978818195	42.7500353471	0.6182840223353117	0.016104845130638284	0.2415726769595743	0.21678321678321677	0.1654064009969884	0.4246757582897406
Streptococcus.mitis_P06	cosine	24.0	8.0	12.0	0.29588625875	0.40599161246373183	33.0	13.0	1.2874348	0.014461700000000003	1.2729731000000002	89.0237523943	7.568199685760001	0.6182840223353117	0.016104845130638284	0.2415726769595743	0.21678321678321677	0.1654064009969884	0.4246757582897406
Streptococcus.oralis_P06	cosine	24.0	8.0	12.0	0.12108377825	0.16065811943442967	33.0	37.0	0.486876115	0.0026561759999999997	0.484219939	183.299643924	18.4559003994	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.35064935064935066	0.27676450273350817	0.5014433582835203
Streptococcus.salivarius_P06	cosine	24.0	8.0	12.0	0.359935271875	0.4542561336431797	33.0	37.0	1.243268053	0.009033862	1.2342341909999999	137.623095527	27.297089691	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.35064935064935066	0.27676450273350817	0.5014433582835203
Veillonella.nakazawae_P06	cosine	24.0	8.0	12.0	0.056184632750000005	0.08609351564544797	9.0	37.0	0.247085692	0.000432502	0.24665319	571.293755867	78.4451366278	0.6182840223353117	0.016104845130638284	0.2415726769595743	0.21678321678321677	0.1654064009969884	0.4246757582897406
Veillonella.atypica_P06	cosine	24.0	8.0	12.0	0.329008037375	0.4930245374202749	9.0	37.0	1.413990439	0.002236777	1.411753662	632.155301579	58.362707246599996	0.6910233190806424	0.008337989077967926	0.1250698361695189	0.1250698361695189	0.09167625293099191	0.359399721086369
Veillonella.parvula_P06	cosine	24.0	8.0	12.0	0.035569454874999996	0.05162408984851236	9.0	37.0	0.136253183	0.000259516	0.13599366699999998	525.02806378	130.581863387	0.6182840223353117	0.016104845130638284	0.2415726769595743	0.21678321678321677	0.1654064009969884	0.4246757582897406
Myoviridae.sp._P06	cosine	24.0	8.0	12.0	0.041515276125	0.034831832150126994	9.0	45.0	0.090955179	0.001131175	0.089824004	80.40769907399999	9.98831977864	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.35064935064935066	0.27676450273350817	0.5014433582835203
Siphoviridae.sp._P06	cosine	24.0	8.0	12.0	0.122697986	0.14779989455788128	33.0	45.0	0.388811741	0.007297361	0.38151438	53.281143827200005	26.4141824294	0.4728054288446501	0.05072691085342965	0.7609036628014447	0.5084915084915085	0.4260152027941195	0.5686171583339165
Prevotella.melaninogenica_P06	cosine	24.0	8.0	12.0	0.215910204625	0.3433393960593764	33.0	37.0	0.872379928	0.000681518	0.87169841	1280.05412623	581.6415105909999	0.6182840223353117	0.016104845130638284	0.2415726769595743	0.21678321678321677	0.1654064009969884	0.4246757582897406
