#	17	21	33	37	41	45	57	61
Haemophilus.parainfluenzae_P03	0.434779436	0.010096612	0.042513583	0.011003116	0.001845442	0.010814154	0.021857484	0.001002395
Actinomyces.naeslundii_P03	1.032061486	0.16681881	0.035306437	0.024384149	0.024953306	0.021757213	0.024519879	0.003277411
Actinomyces.pacaensis_P03	0.088130232	0.00202015	0.004783434	0.001613185	0.000348953	0.003781287	0.004126816	0.000121319
Actinomyces.sp..oral.taxon.414_P03	0.048008179	0.104929621	0.003489739	0.002974669	0.00302693	0.002398229	0.003381593	0.000477702
Schaalia.meyeri_P03	0.055534969	0.002938235	0.002295734	0.001031469	0.000648381	0.003618394	0.002000567	0.000189787
Schaalia.odontolytica_P03	1.675830005	0.065447452	0.062899717	0.02821852	0.012035911	0.07302497	0.056741274	0.006148923
Rothia.dentocariosa_P03	0.138446801	0.019767303	0.005025624	0.004275471	0.001344159	0.002007685	0.002159271	0.001013991
Rothia.mucilaginosa_P03	2.556282982	0.103264559	0.07264993	0.066974447	0.011048192	0.13307225	0.032236181	0.008389245
Gemella.morbillorum_P03	0.046747816	0.006494655	0.005294892	0.000584853	0.000850011	0.003114406	0.001735993	0.000407021
Streptococcus.cristatus_P03	0.059400455	0.010429165	0.003666427	0.00228906	0.001301644	0.001758446	0.001573739	0.00064235
Streptococcus.gordonii_P03	0.017438218	0.002300267	0.000966187	0.000266196	0.000111218	0.001572436	0.0002489	9.41e-05
Streptococcus.mitis_P03	0.650729113	0.305028939	0.041822866	0.00581267	0.005189477	0.05277773	0.011312098	0.010598427
Streptococcus.oralis_P03	0.565054293	0.057432622	0.026559928	0.009047261	0.00287808	0.024313589	0.007545374	0.002784154
Streptococcus.salivarius_P03	2.124329174	0.059901236	0.030620423	0.013393905	0.007500724	0.212702646	0.019699199	0.007941561
Veillonella.nakazawae_P03	0.072907854	0.00167058	0.006256086	0.001414809	0.00042637	0.004938684	0.003597077	0.000233443
Veillonella.atypica_P03	0.162497175	0.004358135	0.018914844	0.001539038	0.000388538	0.013091744	0.008215483	0.000161998
Veillonella.parvula_P03	0.108336896	0.004596394	0.014428662	0.00307694	0.001128708	0.007146769	0.005839742	0.0006707
Myoviridae.sp._P03	0.03723384	0.005031977	0.004652733	0.000791828	0.000224014	0.002141949	0.003039442	0.000202692
Siphoviridae.sp._P03	0.19960579	0.034663612	0.013145556	0.003389972	0.001660512	0.010974291	0.006962898	0.001212553
Prevotella.melaninogenica_P03	0.309570535	0.007435276	0.046141738	0.002744276	9.52e-05	0.006371498	0.034896506	0.000399961
Gemella.haemolysans_P03	0.056318956	0.199489409	0.00553693	0.001085066	0.000523116	0.036659762	0.000546004	0.001015924
Streptococcus.pneumoniae_P03	0.081384701	0.052028077	0.00452763	0.001033633	0.000728001	0.008680625	0.001364861	0.00169398
Streptococcus.thermophilus_P03	0.013529176	0.000643027	0.000304363	0.000114061	5.81e-05	0.000922702	0.000136033	4.33e-05
Podoviridae.sp._P03	0.029486528	0.003821819	0.004555615	0.00116089	0.000195846	0.000933572	0.002445728	9.71e-05
Streptococcus.sp..oral.taxon.061_P03	0.722872046	0.02002488	0.021554574	0.011685263	0.00292097	0.02207366	0.011908965	0.001244223
Campylobacter.concisus_P03	0.055782689	0.005453302	0.008797641	0.00129945	0.000264826	0.002145317	0.002869894	0.000102538
Gemella.sanguinis_P03	0.08174402	0.004859492	0.005276285	0.002255528	0.000938996	0.008884854	0.002662789	0.000253112
Streptococcus.sp..LPB0220_P03	0.159728729	0.005568293	0.004806882	0.001425734	0.000368332	0.014916787	0.00236539	0.000247626
Streptococcus.sp..oral.taxon.431_P03	0.275475358	0.017201178	0.009524209	0.003760872	0.001224277	0.018817794	0.005103589	0.000959613
Lachnoanaerobaculum.umeaense_P03	0.020895373	0.001446579	0.000949547	0.000315844	5.89e-05	0.000929744	0.000208287	2.75e-05
Veillonella.dispar_P03	0.073612901	0.001609405	0.005910728	0.001630816	0.000549181	0.004583809	0.003896152	0.00031798
Bacteriophage.sp._P03	0.006857147	0.000986157	0.000789953	0.000157273	4.77e-05	0.000390239	0.00044112	3.36e-05
Streptococcus.anginosus_P03	0.038548637	0.013166855	0.003436189	0.000708919	0.000606718	0.001663068	0.001358059	0.000538689
Streptococcus.gwangjuense_P03	0.069137646	0.01657747	0.003875942	0.000380744	0.00035018	0.003461319	0.000823885	0.000605458
Streptococcus.parasanguinis_P03	0.149877193	0.00476934	0.002953322	0.0007643	0.000331451	0.012133065	0.001263724	0.000163104
Streptococcus.sanguinis_P03	0.597927205	0.087011823	0.014968408	0.013921538	0.004466383	0.028809522	0.0050544	0.006059929
Streptococcus.pseudopneumoniae_P03	0.031843932	0.042866565	0.001537851	0.000318548	0.000348402	0.005819744	0.000523233	0.001150896
Actinomyces.oris_P03	0.190102693	0.024535721	0.009791056	0.004645831	0.002426847	0.004283744	0.004149488	0.000475785
Rothia.aeria_P03	0.136301732	0.036663524	0.003649939	0.002558555	0.001034165	0.002105359	0.001956208	0.000716491
Streptococcus.australis_P03	0.336789499	0.022573987	0.009750212	0.004602997	0.001918353	0.017733883	0.004362704	0.001494826
Lancefieldella.parvula_P03	0.067125971	0.001427261	0.004916253	0.000751158	0.00019194	0.002950595	0.002929039	3.66e-05
Streptococcus.intermedius_P03	0.012943915	0.01623296	0.003411228	0.000722061	0.000286458	0.001863163	0.003403378	0.012234179
Streptococcus.sp..116.D4_P03	0.012486588	0.003002168	0.000584371	0.000171172	8e-05	0.000849676	0.00025511	0.000136843
Streptococcus.sp..I.P16_P03	0.414349557	0.013133279	0.009321653	0.0056051	0.002885691	0.015048908	0.004917776	0.001578194
Capnocytophaga.gingivalis_P03	0.05585892	0.003709129	0.00224067	0.000881389	0.000228696	0.0085384	0.000826842	0.000349354
Fusobacterium.nucleatum_P03	0.008103901	0.023573484	0.003629062	0.000600591	0.000263824	0.00099236	0.00288813	0.001229074
Streptococcus.koreensis_P03	0.364261642	0.012905598	0.008622314	0.004984065	0.00263684	0.012968043	0.004160331	0.001530782
Streptococcus.sp..A12_P03	0.03835808	0.001709677	0.00129309	0.000643803	0.000395549	0.001544879	0.000695245	0.000174466
Mogibacterium.diversum_P03	0.057375153	0.001394603	0.00622568	0.000691126	0.000160493	0.001949356	0.002732876	3.72e-05
Lautropia.mirabilis_P03	0.151638436	0.041165167	0.012346982	0.004915056	0.000818563	0.004631575	0.002182633	0.00265138
Pauljensenia.hongkongensis_P03	0.043592816	0.004330537	0.001259507	0.000836717	0.004665284	0.001310338	0.001323952	0.000140973
Actinomyces.sp..oral.taxon.169_P03	0.167263687	0.026795054	0.00612599	0.00382231	0.002243995	0.003600176	0.003324125	0.000448775
Streptococcus.sp..I.G2_P03	0.317219821	0.010519319	0.006504932	0.004426092	0.002290015	0.011018994	0.003669332	0.00125705
Streptococcus.lactarius_P03	0.056016801	0.002758849	0.001557366	0.000552349	0.000146171	0.005870724	0.000705102	0.000117516
X.Eubacterium..sulci_P03	0.046715141	0.001366086	0.008229002	0.000561922	7.83e-05	0.001260888	0.003933215	3.84e-05
Prevotella.nigrescens_P03	0.042901396	0.005272079	0.007240728	0.000548942	0.000633158	0.000353495	0.003759133	0.000904377
Streptococcus.sp..NPS.308_P03	0.016507228	0.001810868	0.000786625	0.000315466	0.000123963	0.00099879	0.000338997	0.000119589
Capnocytophaga.sputigena_P03	0.025022171	0.00406652	0.001337564	0.00036295	8.72e-05	0.003505563	0.000489915	0.000406553
Streptococcus.sp..ZB199_P03	0.016763117	0.000447543	0.000349897	0.000107301	4.17e-05	0.001447817	0.000173491	1.71e-05
Streptococcus.vestibularis_P03	0.007622068	0.00083069	0.000218894	9.04e-05	4.61e-05	0.000456069	9.7e-05	5.29e-05
Actinomyces.sp..oral.taxon.171_P03	0.098654139	0.011919901	0.004412964	0.002977914	0.001752927	0.002082548	0.001874786	0.000423199
Neisseria.subflava_P03	0.433636111	0.011628744	0.031746053	0.01725429	0.001294359	0.025190669	0.029870002	0.001096938
